the	os
sheriff	xerife
miguel	miguel
aires	aires
irrelevant	irrelevantes
irrelevant	irrelevante
montgomery	montgomery
vanity	vaidade
vanity	vanity
gift	dádiva
gift	presente
gift	dom
riders	cavaleiros
functional	funcional
functional	funcionais
crossed	atravessou
crossed	cruzou
diverse	diverso
diverse	diversa
diverse	diversificado
numbered	numeradas
numbered	numerados
numbered	contados
quotes	cotações
quotes	citações
quotes	aspas
slowly	devagarinho
slowly	lentamente
slowly	devagar
attitude	atitude
mouse	rato
mouse	ratinho
mouse	mouse
justin	justin
protests	protestos
gods	deuses
amounts	montantes
amounts	quantidades
amounts	quantias
variation	variação
smart	esperta
smart	esperto
smart	smart
smart	inteligente
prices	preços
prayer	oração
terrorism	terrorismo
beta	beta
durham	durham
counts	condes
counts	contagens
iraqi	iraquiana
iraqi	iraque
iraqi	iraquianos
iraqi	iraquiano
detective	detective
detective	detetive
josh	josh
placing	colocação
somebody	alguém
somebody	alguem
compositions	composições
oval	oval
oval	ovais
extensively	extensamente
extensively	extensivamente
filming	filmando
filming	filmar
filming	filmagem
filming	filmagens
perfectly	perfeitamente
indianapolis	indianápolis
indianapolis	indianapolis
funeral	funerária
funeral	funeral
funeral	funerais
recovered	recuperado
recovered	recuperou
recovered	recuperaram
recovered	recuperada
southeastern	sudeste
farmer	lavrador
farmer	agricultor
farmer	fazendeiro
farmer	camponês
protestant	protestantes
protestant	protestante
cameron	cameron
focuses	incide
indonesian	indonésios
indonesian	indonésio
indonesian	indonésia
mixing	mistura
mixing	misturando
mixing	mixagem
mixing	misturar
mumbai	bombaim
mumbai	mumbai
nashville	nashville
danger	perigos
danger	perigo
rally	comício
rally	rally
rally	rali
narrative	narrativa
camps	acampamentos
surprise	surpresa
surprise	surpreenda
manufactured	fabricados
manufactured	fabricado
manufactured	fabricada
manufactured	fabricadas
kate	kate
molecular	moleculares
molecular	molecular
unnecessary	desnecessárias
unnecessary	desnecessária
unnecessary	desnecessário
unnecessary	desnecessários
isle	ilha
isle	isle
theorem	teorema
colonies	colônias
colonies	colónias
cyprus	chipre
wake	wake
wake	velório
brings	traz
winds	ventos
magnetic	magnéticas
magnetic	magnética
magnetic	magnético
magnetic	magnéticos
conversation	conversação
conversation	conversa
sussex	sussex
gates	portões
gates	portas
gates	gates
gates	portais
ram	ram
ram	carneiro
plastic	plásticos
plastic	plástico
electronics	eletrônica
electronics	electrónica
electronics	eletrônicos
restore	restauro
restore	repor
restore	restaurar
stockholm	estocolmo
inn	estalagem
inn	pousada
inn	inn
buses	autocarros
buses	ônibus
connect	conecte
connect	ligar
connect	conectar
connect	conexão
wmflabs	wmflabs
guests	hóspedes
guests	convidados
guests	convidadas
radiation	radiação
radiation	radiações
receives	recebe
lancashire	lancashire
playoff	playoff
playoff	playoffs
cork	rolha
cork	cortiça
cork	cork
generals	generais
intermediate	intermediário
intermediate	intermediária
intermediate	intermédios
intermediate	intermédio
intermediate	intermediários
verifiable	verificáveis
cheers	felicidades
filipino	filipina
filipino	filipinos
filipino	filipino
reaches	alcança
reaches	atinge
oriented	orientados
oriented	orientado
oriented	orientada
oriented	orientadas
hamburg	hamburgo
creates	cria
orbit	órbita
orbit	orbita
massacre	massacre
dialogue	diálogo
dialogue	dialogar
dialogue	diálogos
illness	doenças
illness	doença
dress	dress
dress	vestir
dress	vestido
codes	códigos
dawn	dawn
dawn	alvorada
dawn	madrugada
dawn	amanhecer
isolated	isolada
isolated	isolados
isolated	isoladas
isolated	isolado
nancy	nancy
violations	violações
perth	perth
ladies	senhoritas
ladies	senhoras
ladies	damas
autumn	autumn
autumn	outono
ratings	classificações
ratings	audiência
ratings	notações
incorrect	incorrecta
incorrect	incorreta
incorrect	incorretas
incorrect	incorrecto
incorrect	incorreto
scout	escoteiro
scout	batedor
scout	scout
scout	escuteiro
scout	olheiro
difficulty	dificuldade
difficulty	dificuldades
pupils	alunos
pupils	pupilas
wealth	riquezas
wealth	riqueza
hart	hart
toured	excursionou
allegations	alegações
watching	observando
watching	assistindo
watching	vendo
lodge	lodge
eggs	ovos
disputed	contestado
disputed	disputada
disputed	disputado
citizenship	cidadania
specialist	especializado
specialist	especialista
tasks	atribuições
tasks	tarefas
intent	intenções
intent	intento
intent	intenção
instruction	instruções
instruction	instrução
ceased	cessado
ceased	cessaram
ceased	cessou
pride	pride
pride	orgulho
banner	bandeira
banner	banners
banner	banner
banner	faixa
banner	estandarte
friendship	amizades
friendship	amizade
panama	panamá
corruption	corrupção
sunk	afundou
sunk	afundaram
sunk	afundado
ernest	ernest
ernest	ernesto
pilots	pilotos
tape	fita
tape	cassete
emigrants	emigrantes
cancelled	cancelado
cancelled	cancelou
cancelled	cancelados
cancelled	cancelada
revenge	vingança
revision	revisão
dominant	dominante
dominant	dominador
dominant	dominantes
fee	taxa
fee	honorários
computing	computação
computing	informática
examination	exame
chen	chen
matrix	matrix
matrix	matriz
das	das
biographical	biográfico
kiss	beijo
kiss	beijinho
kiss	kiss
valign	valign
nationalist	nacionalistas
nationalist	nacionalista
luck	sorte
luck	luck
crosses	cruzes
crosses	cruzamentos
heavyweight	heavyweight
bid	lance
bid	licitação
bid	licitar
appreciate	agradeço
appreciate	apreciar
enemies	inimigos
enemies	inimigas
mercury	mercury
mercury	mercúrio
interactive	interativo
interactive	interativa
interactive	interactiva
interactive	interactivo
interactive	interactive
math	matemática
preserve	preserve
preserve	preservar
nobel	nobel
grande	grande
keeps	mantém
structural	estrutural
structural	estruturais
marry	casar
airports	aeroportos
veterans	veteranos
axis	eixo
axis	eixos
execution	execução
cult	cult
cult	cultos
cult	seita
cult	culto
reducing	redução
reducing	redutores
reducing	reduzir
reducing	reduzindo
reducing	redutor
colin	colin
chester	chester
ticket	ingresso
ticket	bilhete
belonging	pertencendo
belonging	pertença
belonging	pertencentes
entity	entidade
entity	entidades
judicial	judiciário
judicial	judiciária
judicial	judicial
explicitly	explicitamente
bombing	bombardeios
bombing	bombardeamento
bombing	bombardeio
recognised	reconhecido
recognised	reconhecidas
recognised	reconhecidos
recognised	reconhecida
originated	originado
originated	originou
originated	originadas
originated	originados
applicable	aplicável
applicable	aplicáveis
founders	fundadores
fitted	equipados
fitted	equipado
wilhelm	wilhelm
wilhelm	guilherme
suddenly	subitamente
parking	estacionamento
absolute	absoluta
absolute	absoluto
absolute	absolutos
françois	françois
locomotive	locomotiva
preparation	preparo
preparation	preparação
nintendo	nintendo
declaration	declaração
presumably	presumivelmente
burial	enterro
governing	governar
jamaica	jamaica
knowing	conhecendo
knowing	sabendo
vladimir	vladimir
beating	batendo
beating	espancamento
beating	surra
beating	bater
avg	média
methodist	metodista
utf	utf
challenges	desafios
kenneth	kenneth
evolved	evoluiu
evolved	evoluído
evolved	evoluíram
celebration	celebração
celebration	comemoração
discipline	disciplina
bearing	rolamento
belonged	pertencia
belonged	pertencesse
belonged	pertenceu
belonged	pertenciam
fauna	fauna
manuscript	manuscrito
experiments	experiências
experiments	experimentos
experiments	experimentação
chiefs	chiefs
chiefs	chefes
compound	composto
compound	compostos
tampa	tampa
arabia	arábia
associations	associações
equally	igualmente
shut	cala
targets	metas
targets	alvos
alien	alien
alien	extraterrestre
alien	aliens
alien	estrangeiro
alien	alienígena
withdrew	retirou
depicted	retratado
sergeant	sargento
subsidiary	subsidiária
subsidiary	filial
subsidiary	subsidiário
thirteen	treze
thirteen	thirteen
thick	espesso
thick	grossa
thick	grosso
thick	espessa
extend	estender
extend	prolongar
extend	alargar
dismissed	destroçar
dismissed	dispensados
dismissed	dispensado
dismissed	demitido
neo	neo
wire	arame
wire	fios
wire	fio
phd	doutoramento
phd	doutorado
phd	phd
measured	medidos
measured	medido
measured	medida
fat	gordura
fat	gordo
fat	gorda
fat	gordas
fat	fat
visits	visitas
visits	visita
linux	linux
teach	ensina
teach	ensine
teach	ensinar
flights	vôos
flights	voos
verse	verso
verse	versos
verse	versículo
bennett	bennett
bennett	bennet
warm	quentes
warm	quente
warm	morno
dynamic	dinâmico
dynamic	dinâmicos
dynamic	dinâmicas
dynamic	dynamic
dynamic	dinâmica
shaw	shaw
breaks	quebras
breaks	quebra
breaks	pausas
breaks	intervalos
grandson	neto
lying	mentir
lying	deitada
lying	deitado
lying	mentiroso
lords	lordes
lords	senhores
michel	michel
treat	tratem
treat	tratar
treat	trate
raid	raid
congregation	congregação
temperatures	temperaturas
testament	testemunho
testament	testamento
drinking	beber
drinking	bebida
drinking	bebendo
companion	companheiro
companion	companheira
manila	manila
km²	km²
punjab	punjab
imagine	imagina
imagine	imaginem
imagine	imaginar
imagine	imagine
consideration	consideração
veteran	veterano
veteran	veteranos
doctors	medicos
doctors	doutores
doctors	médicos
carries	carrega
carries	transporta
ruler	governante
ruler	régua
wise	sábia
wise	sábios
wise	wise
wise	sábias
wise	sábio
shipping	envio
shipping	frete
shipping	envios
shipping	remessa
afc	caf
afc	afc
worthy	digno
worthy	merecedor
worthy	dignos
worthy	digna
worthy	merecedores
registration	inscrição
registration	inscrições
registration	registro
registration	registo
directory	pasta
directory	directório
directory	diretório
wyoming	wyoming
manitoba	manitoba
vietnamese	vietnamitas
vietnamese	vietnamita
ronald	ronald
cuban	cubanas
cuban	cubana
cuban	cubano
cuban	cubanos
burns	queimaduras
burns	burns
burns	queima
justify	justificar
justify	justifique
divine	divino
divine	divina
suppose	suponha
suppose	supõe
sequel	sequela
sequel	sequência
sequel	continuação
sequel	sequencia
fate	destino
fate	fate
rovers	rovers
cole	cole
oral	orais
oral	oral
oral	bucal
trans	trans
boards	tábuas
boards	pranchas
bryan	bryan
santiago	santiago
episcopal	episcopal
terrorist	terrorista
okay	ok
waves	ondas
invented	inventou
invented	invenção
invented	inventado
invented	inventada
invented	inventei
landed	desembarcado
landed	aterrou
landed	desembarcaram
landed	desembarcou
sandy	sandy
acres	hectares
acres	acres
paint	tinta
paint	pintura
paint	pinta
paint	pintar
actively	activamente
actively	ativamente
indication	indicação
stops	paradas
stops	paragens
excellence	excelência
integration	integração
bibliography	bibliografia
farming	agricultura
nonsense	tolice
nonsense	absurdo
nonsense	bobagem
nonsense	disparate
marathon	maratona
beliefs	crenças
redundant	redundantes
redundant	redundante
redundant	redundância
freestyle	freestyle
aerial	antena
aerial	aéreas
aerial	aéreo
aerial	aérea
preservation	conservação
preservation	preservação
altitude	altitude
freely	livremente
simultaneously	simultaneamente
psychological	psicológico
psychological	psicológica
fernando	fernando
cultures	culturas
taxes	impostos
marcus	marcus
stakes	estacas
dominican	dominicana
franz	franz
coins	moedas
oxygen	oxigénio
oxygen	oxigênio
civic	cívico
civic	cívica
civic	civic
hardly	dificilmente
isaac	isaac
spell	soletrar
spell	feitiço
craft	artesanal
craft	artesanato
craft	artesanais
inspiration	inspiração
pairs	pares
vector	vector
vector	vetores
vector	vetor
arc	arc
arc	arco
professionals	profissionais
vii	vii
contrary	contrário
accusations	acusações
approaches	abordagens
approaches	aproximações
baronet	baronete
slaves	escravos
slaves	escravas
mad	mad
mad	louco
spectrum	espectro
client	cliente
dozen	dúzias
dozen	dúzia
travels	viaja
travels	viagens
symbols	símbolos
plaza	praça
plaza	plaza
banking	banca
banking	bancário
banking	bancários
inherited	herdou
inherited	herdado
legion	legião
symptoms	sintomas
mosque	mesquita
guys	galera
guys	tipos
guys	pessoal
lab	laboratório
lab	lab
sailing	navegar
sailing	vela
orientation	orientação
virtually	virtualmente
generic	genéricos
generic	genérica
generic	genéricas
generic	genérico
reasoning	raciocínio
stroke	derrame
stroke	avc
unions	uniões
unions	sindicatos
efficient	eficiente
efficient	eficientes
opens	abre
impression	impressão
discover	descubra
discover	descobre
discover	descobrir
discover	descubram
novelists	romancistas
roosevelt	roosevelt
dancer	bailarina
dancer	dançarino
dancer	dancer
dancer	dançarina
dancer	bailarino
phenomenon	fenómeno
phenomenon	fenômeno
phenomenon	fenômenos
preliminary	preliminar
preliminary	preliminares
recognize	reconhecem
recognize	reconhecer
recognize	reconhece
anchor	pivô
anchor	ancorar
anchor	âncora
arguing	discutindo
arguing	argumentar
arguing	argumentando
abilities	habilidades
abilities	capacidades
procedures	procedimentos
emotional	emocional
emotional	emotiva
emotional	emotivo
fisher	fisher
prod	prod
cartoon	cartoon
disorder	perturbação
disorder	transtorno
disorder	desordem
fled	fugiu
fled	fugiram
demands	demandas
demands	exigências
lithuania	lituânia
continent	continente
fellowship	companheirismo
fellowship	irmandade
lock	fechadura
lock	lock
lock	trancar
lock	cadeado
relegated	relegado
relegated	rebaixado
warrant	mandado
warrant	mandato
pictured	imaginado
recurring	recorrentes
recurring	recorrente
wealthy	ricos
acquisition	aquisição
acquisition	aquisições
eve	eva
eve	véspera
eve	eve
filter	filtro
filter	filtrar
filter	filtros
addresses	moradas
addresses	endereços
independently	independentemente
independently	independente
slovenia	eslovénia
slovenia	eslovênia
observation	observação
challenged	contestado
challenged	desafiado
challenged	desafiou
threats	ameaças
fallen	caído
fallen	caída
fallen	caídos
protocol	protocolos
protocol	protocolo
judgment	juízo
judgment	julgamento
judgment	acórdão
grammy	grammy
colours	cores
distinctive	distinta
distinctive	distintiva
distinctive	distinto
distinctive	distintivo
opposing	opondo
opposing	opostos
package	pacote
controls	comandos
controls	controlos
controls	controles
completing	completar
completing	completando
sabha	sabha
prisoner	prisioneiro
prisoner	prisioneira
signals	sinais
owen	owen
capita	capita
capita	habitante
inaugural	inaugural
intervention	intervenções
intervention	intervenção
arriving	chegando
cylinder	cilindro
cylinder	cilindros
tenth	décima
tenth	tenth
tenth	décimo
liu	liu
tested	testado
tested	testados
tested	testadas
tested	testada
renowned	renomado
shops	comércio
shops	lojas
dome	dome
dome	cúpula
dome	domo
philosopher	filósofo
epic	épico
epic	epic
epic	épica
stem	caule
stem	estaminais
specified	especificada
specified	especificado
specified	especificadas
specified	especificados
davies	davies
collapse	colapso
collapse	colapsar
collapse	desabamento
collapse	desmoronamento
allan	allan
albanian	albanês
albanian	albaneses
albanian	albânia
albanian	albanesa
canyon	desfiladeiro
canyon	canyon
samples	amostras
perceived	percebido
celebrity	celebridade
celebrity	celebridades
